Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Outlet_Age,Item_Outlet_Sales
18.7,Low Fat,0.037622954,Fruits and Vegetables,110.7886,Small,Tier 1,Supermarket Type1,Foods,16.0,1334.2632
20.85,Regular,0.062350672,Baking Goods,86.9514,Small,Tier 2,Supermarket Type1,Foods,11.0,1416.8224
12.1,Low Fat,0.030121709,Canned,78.067,Small,Tier 2,Supermarket Type1,Foods,9.0,2220.443
19.6,Non Edible,0.048092778,Health and Hygiene,44.477,Medium,Tier 3,Supermarket Type2,Non Consumables,4.0,432.77
8.97,Non Edible,0.092997032,Household,55.2956,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,873.5296
15.85,Low Fat,0.043410693,Starchy Foods,39.4164,Medium,Tier 3,Supermarket Type2,Foods,4.0,154.4656
17.2,Low Fat,0.156269303,Meat,159.6578,Small,Tier 2,Supermarket Type1,Foods,9.0,3048.6982
9.195,Regular,0.1867,Fruits and Vegetables,101.0016,Small,Tier 3,Grocery Store,Foods,15.0,202.4032
16.7,Regular,0.061122656,Baking Goods,100.0384,Medium,Tier 3,Supermarket Type2,Foods,4.0,2463.46
11.3,Non Edible,0.066681333,Household,194.4478,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,387.4956
11.8,Regular,0.170977155,Canned,117.0834,Medium,Tier 3,Supermarket Type2,Foods,4.0,1842.9344
6.825,Regular,0.046625941,Canned,154.9998,Small,Tier 2,Supermarket Type1,Foods,9.0,3075.996
15.1,Low Fat,0.052339069,Meat,242.7512,Small,Tier 1,Supermarket Type1,Foods,16.0,4119.9704
9.395,Low Fat,0.079261744,Snack Foods,81.825,Small,Tier 1,Grocery Store,Foods,28.0,83.225
13.0,Non Edible,0.04188955,Household,255.9014,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,3315.0182
12.15,Regular,0.132351411,Fruits and Vegetables,190.3872,Small,Tier 2,Supermarket Type1,Foods,11.0,2836.308
12.3,Regular,0.064984487,Starchy Foods,92.5804,Small,Tier 2,Supermarket Type1,Foods,6.0,2297.01
17.1,Non Edible,0.067290244,Household,114.586,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,1584.604
7.21,Regular,0.144924795,Snack Foods,100.8332,Small,Tier 2,Supermarket Type1,Foods,11.0,1537.998
17.35,Low Fat,0.055648052,Baking Goods,100.3016,Medium,Tier 3,Supermarket Type3,Foods,28.0,2833.6448
7.22,Regular,0.064141866,Baking Goods,61.251,Small,Tier 3,Grocery Store,Foods,15.0,126.502
15.85,Regular,0.110202066,Frozen Foods,39.7506,Medium,Tier 1,Supermarket Type1,Foods,14.0,721.0614
13.85,Low Fat,0.030795085,Soft Drinks,143.3154,Small,Tier 1,Supermarket Type1,Drinks,16.0,1985.4156
13.3,Low Fat,0.063695084,Frozen Foods,151.0708,Small,Tier 2,Supermarket Type1,Foods,11.0,1805.6496
20.1,Non Edible,0.077389797,Health and Hygiene,60.8536,High,Tier 3,Supermarket Type1,Non Consumables,26.0,1347.5792
5.19,Regular,0.044432887,Meat,102.899,Medium,Tier 3,Supermarket Type2,Foods,4.0,1651.184
15.1,Non Edible,0.056155909,Household,140.5496,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,2681.8424
7.68,Non Edible,0.152429537,Health and Hygiene,85.5224,High,Tier 3,Supermarket Type1,Non Consumables,26.0,1278.336
7.235,Low Fat,0.058369013,Snack Foods,115.2834,Medium,Tier 3,Supermarket Type2,Foods,4.0,1267.0174
15.0,Low Fat,0.119131749,Snack Foods,226.9694,Small,Tier 2,Supermarket Type1,Foods,11.0,6851.082
9.695,Low Fat,0.070587419,Hard Drinks,176.9344,Small,Tier 2,Supermarket Type1,Drinks,11.0,5888.3352
8.27,Regular,0.1867,Soft Drinks,183.9924,Small,Tier 3,Grocery Store,Drinks,15.0,185.0924
5.175,Non Edible,0.050808821,Health and Hygiene,33.6874,Small,Tier 3,Grocery Store,Non Consumables,15.0,70.5748
9.5,Low Fat,0.031410378,Fruits and Vegetables,110.3228,Medium,Tier 3,Supermarket Type2,Foods,4.0,2763.07
18.75,Non Edible,0.034360687,Household,215.7218,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,4274.436
17.5,Regular,0.012620221,Dairy Foods,144.8102,Small,Tier 3,Grocery Store,Foods,15.0,291.6204
9.17,Low Fat,0.103398309,Baking Goods,143.947,Medium,Tier 3,Supermarket Type2,Foods,4.0,2576.646
13.65,Regular,0.06612697072361393,Meat,37.9532,Small,Tier 2,Supermarket Type1,Foods,11.0,575.2512
7.5,Non Edible,0.06612697072361393,Household,59.2588,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,916.1408
8.39,Regular,0.024088444,Frozen Foods,112.7176,Medium,Tier 3,Supermarket Type3,Foods,28.0,1832.2816
5.655,Low Fat,0.176070535,Soft Drinks,144.0102,Small,Tier 2,Supermarket Type1,Drinks,6.0,1749.7224
6.425,Low Fat,0.010497273,Canned,118.3808,Small,Tier 2,Supermarket Type1,Foods,6.0,2812.3392
17.0,Regular,0.139521931,Canned,266.8884,Small,Tier 1,Supermarket Type1,Foods,16.0,5034.7796
11.1,Low Fat,0.010590075,Canned,84.6908,Medium,Tier 3,Supermarket Type3,Foods,28.0,3691.1952
10.895,Regular,0.009636821,Dairy Foods,121.873,Medium,Tier 1,Supermarket Type1,Foods,14.0,2463.46
9.5,Regular,0.048676324,Starchy Foods,187.7898,Small,Tier 2,Supermarket Type1,Foods,9.0,2057.9878
15.5,Low Fat,0.053362086,Soft Drinks,41.577,Small,Tier 2,Supermarket Type1,Drinks,9.0,735.709
7.075,Low Fat,0.022694623,Frozen Foods,98.8068,Small,Tier 2,Supermarket Type1,Foods,6.0,2527.3768
10.195,Low Fat,0.126579586,Canned,112.2886,Medium,Tier 1,Supermarket Type1,Foods,14.0,2557.3378
9.8,Regular,0.06612697072361393,Breads,84.5908,Medium,Tier 3,Supermarket Type3,Foods,28.0,3020.0688
10.895,Low Fat,0.026749991,Frozen Foods,106.928,Medium,Tier 3,Supermarket Type3,Foods,28.0,2876.256
20.7,Non Edible,0.027052013,Household,73.9354,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,1655.1788
15.85,Regular,0.1867,Frozen Foods,37.4506,Small,Tier 1,Grocery Store,Foods,28.0,37.9506
15.3,Non Edible,0.02295878,Household,101.6332,High,Tier 3,Supermarket Type1,Non Consumables,26.0,1845.5976
12.65,Low Fat,0.061999648,Baking Goods,230.001,Small,Tier 1,Grocery Store,Foods,28.0,689.103
10.5,Regular,0.142759833,Breads,159.3578,Medium,Tier 1,Supermarket Type1,Foods,14.0,3048.6982
19.6,Non Edible,0.023951149,Household,105.6964,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,1577.946
16.85,Regular,0.06612697072361393,Snack Foods,112.2544,Medium,Tier 3,Supermarket Type3,Foods,28.0,3914.904
20.7,Regular,0.114022125,Dairy Foods,92.9436,High,Tier 3,Supermarket Type1,Foods,26.0,2174.5028
17.7,Regular,0.06612697072361393,Starchy Foods,184.3924,Small,Tier 1,Supermarket Type1,Foods,16.0,4257.1252
9.8,Regular,0.045337184,Baking Goods,36.8874,Medium,Tier 1,Supermarket Type1,Foods,14.0,564.5984
20.35,Low Fat,0.054046706,Snack Foods,119.5466,Small,Tier 2,Supermarket Type1,Foods,9.0,353.5398
16.2,Low Fat,0.044291251,Frozen Foods,43.3454,Medium,Tier 1,Supermarket Type1,Foods,14.0,503.3448
18.25,Regular,0.170795745,Dairy Foods,154.463,Small,Tier 2,Supermarket Type1,Foods,9.0,2190.482
6.235,Non Edible,0.033807904,Household,258.9962,Small,Tier 3,Grocery Store,Non Consumables,15.0,258.9962
16.85,Low Fat,0.139301634,Snack Foods,144.976,High,Tier 3,Supermarket Type1,Foods,26.0,2783.044
7.63,Regular,0.1867,Snack Foods,46.1402,Small,Tier 1,Grocery Store,Foods,28.0,45.9402
11.5,Low Fat,0.173867958,Fruits and Vegetables,128.8652,Small,Tier 2,Supermarket Type1,Foods,11.0,1291.652
6.65,Low Fat,0.053279839,Canned,147.7734,Small,Tier 2,Supermarket Type1,Foods,9.0,2078.6276
12.5,Low Fat,0.071534226,Starchy Foods,124.902,Medium,Tier 3,Supermarket Type2,Foods,4.0,1771.028
15.5,Low Fat,0.053455158,Soft Drinks,43.677,Medium,Tier 1,Supermarket Type1,Drinks,14.0,562.601
10.695,Regular,0.019123874,Snack Foods,73.0038,Small,Tier 3,Grocery Store,Foods,15.0,147.8076
9.395,Regular,0.171422166,Fruits and Vegetables,139.1838,Small,Tier 2,Supermarket Type1,Foods,11.0,1685.8056
17.25,Regular,0.125419157,Breakfast,40.048,Medium,Tier 1,Supermarket Type1,Foods,14.0,399.48
8.775,Low Fat,0.037824735,Fruits and Vegetables,109.7228,Small,Tier 1,Grocery Store,Foods,28.0,331.5684
14.85,Low Fat,0.032516546,Canned,188.8214,Small,Tier 1,Grocery Store,Foods,28.0,753.6856
14.15,Low Fat,0.035943717,Soft Drinks,40.5138,Small,Tier 1,Supermarket Type1,Drinks,16.0,446.7518
6.92,Low Fat,0.038532062,Dairy Foods,60.5852,Small,Tier 2,Supermarket Type1,Foods,11.0,1314.2892
20.6,Regular,0.046114018,Snack Foods,178.2344,Small,Tier 2,Supermarket Type1,Foods,11.0,1070.6064
7.935,Low Fat,0.017182935,Dairy Foods,51.235,Medium,Tier 1,Supermarket Type1,Foods,14.0,848.895
20.0,Non Edible,0.06612697072361393,Health and Hygiene,110.2544,High,Tier 3,Supermarket Type1,Non Consumables,26.0,1454.1072
6.235,Non Edible,0.119157788,Household,263.791,Medium,Tier 3,Supermarket Type2,Non Consumables,4.0,2103.928
12.3,Non Edible,0.091924311,Household,189.753,Small,Tier 1,Grocery Store,Non Consumables,28.0,189.753
9.0,Non Edible,0.019412192,Household,166.5474,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,4379.6324
15.1,Low Fat,0.133198355,Baking Goods,91.083,Small,Tier 1,Grocery Store,Foods,28.0,89.883
17.5,Low Fat,0.052550476,Snack Foods,101.299,Small,Tier 2,Supermarket Type1,Foods,11.0,722.393
9.895,Low Fat,0.167799329,Soft Drinks,239.4564,Small,Tier 2,Supermarket Type1,Drinks,9.0,5243.8408
8.39,Non Edible,0.120474481,Household,165.5868,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,1965.4416
17.75,Low Fat,0.054806734,Fruits and Vegetables,145.1444,Medium,Tier 3,Supermarket Type3,Foods,28.0,3918.8988
17.7,Regular,0.042270751,Frozen Foods,162.521,Medium,Tier 3,Supermarket Type3,Foods,28.0,4567.388
13.65,Regular,0.078909166,Dairy Foods,186.724,Medium,Tier 1,Supermarket Type1,Foods,14.0,4474.176
10.0,Low Fat,0.0674819,Snack Foods,234.859,Medium,Tier 3,Supermarket Type2,Foods,4.0,1181.795
18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,Small,Tier 3,Grocery Store,Foods,15.0,296.9468
7.035,Low Fat,0.021883368,Frozen Foods,263.791,Medium,Tier 1,Supermarket Type1,Foods,14.0,4996.829
17.35,Non Edible,0.020555958,Others,79.4618,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,1772.3596
5.4,Non Edible,0.048388423,Health and Hygiene,163.0526,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,2302.3364
11.1,Low Fat,0.059940022,Fruits and Vegetables,149.1366,Medium,Tier 1,Supermarket Type1,Foods,14.0,4231.8248
21.1,Non Edible,0.010602292,Household,235.3958,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,3271.7412
19.5,Regular,0.077608838,Soft Drinks,233.4958,Small,Tier 2,Supermarket Type1,Drinks,6.0,5375.0034
14.85,Low Fat,0.093652168,Baking Goods,141.5812,Small,Tier 2,Supermarket Type1,Foods,11.0,427.4436
5.175,Non Edible,0.053148497,Health and Hygiene,36.3874,Small,Tier 1,Grocery Store,Non Consumables,28.0,105.8622
6.15,Low Fat,0.046342889,Baking Goods,97.3384,Medium,Tier 1,Supermarket Type1,Foods,14.0,886.8456
19.5,Regular,0.06612697072361393,Canned,160.692,Small,Tier 1,Grocery Store,Foods,28.0,319.584
10.1,Low Fat,0.027041859,Meat,77.567,High,Tier 3,Supermarket Type1,Foods,26.0,306.268
12.6,Non Edible,0.007455054,Household,186.9556,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,3942.8676
15.85,Low Fat,0.136497913,Canned,96.3094,Small,Tier 1,Supermarket Type1,Foods,16.0,2856.282
17.35,Low Fat,0.06612697072361393,Baking Goods,102.9016,Small,Tier 1,Supermarket Type1,Foods,16.0,1922.8304
8.05,Regular,0.07884393,Fruits and Vegetables,257.0646,Small,Tier 2,Supermarket Type1,Foods,6.0,8760.5964
17.85,Low Fat,0.087963415,Breads,193.3794,Small,Tier 2,Supermarket Type1,Foods,6.0,4291.7468
6.65,Low Fat,0.089196394,Canned,147.0734,Small,Tier 3,Grocery Store,Foods,15.0,296.9468
9.3,Low Fat,0.111220521,Breads,65.7826,Small,Tier 1,Supermarket Type1,Foods,16.0,968.739
18.25,Regular,0.183260221,Dairy Foods,108.557,Small,Tier 2,Supermarket Type1,Foods,9.0,1208.427
13.8,Low Fat,0.141352562,Dairy Foods,264.1884,Small,Tier 1,Supermarket Type1,Foods,16.0,3179.8608
13.6,Non Edible,0.016726506,Household,176.037,Small,Tier 3,Grocery Store,Non Consumables,15.0,352.874
10.8,Low Fat,0.049677651,Fruits and Vegetables,245.9144,High,Tier 3,Supermarket Type1,Foods,26.0,4655.2736
7.81,Low Fat,0.067592098,Soft Drinks,246.0486,Small,Tier 2,Supermarket Type1,Drinks,11.0,7086.1094
14.1,Low Fat,0.06612697072361393,Dairy Drinks,231.9668,Medium,Tier 1,Supermarket Type1,Drinks,14.0,1842.9344
18.5,Regular,0.06612697072361393,Dairy Foods,144.2102,Small,Tier 2,Supermarket Type1,Foods,9.0,2041.3428
16.75,Low Fat,0.045230944,Snack Foods,187.9556,Medium,Tier 3,Supermarket Type2,Foods,4.0,4693.89
11.0,Regular,0.088025298,Frozen Foods,158.063,Small,Tier 2,Supermarket Type1,Foods,11.0,2659.871
20.5,Regular,0.112638016,Fruits and Vegetables,195.5478,Small,Tier 2,Supermarket Type1,Foods,11.0,3874.956
16.1,Regular,0.1867,Frozen Foods,34.9558,Small,Tier 3,Grocery Store,Foods,15.0,67.9116
9.0,Non Edible,0.06953231,Health and Hygiene,266.5884,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,6624.71
9.0,Low Fat,0.086088353,Snack Foods,168.7816,Medium,Tier 1,Supermarket Type1,Foods,14.0,3355.632
11.65,Low Fat,0.040597054,Fruits and Vegetables,187.324,Small,Tier 2,Supermarket Type1,Foods,11.0,1864.24
17.25,Regular,0.125224466,Breakfast,41.248,Small,Tier 1,Supermarket Type1,Foods,16.0,679.116
15.35,Low Fat,0.13064231,Snack Foods,88.383,Small,Tier 1,Grocery Store,Foods,28.0,89.883
6.86,Non Edible,0.036530411,Household,227.801,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,3904.917
20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,High,Tier 3,Supermarket Type1,Foods,26.0,2956.152
7.975,Low Fat,0.014628382,Baking Goods,82.325,Small,Tier 2,Supermarket Type1,Foods,9.0,1331.6
16.1,Regular,0.06358934,Dairy Foods,179.4318,Medium,Tier 3,Supermarket Type2,Foods,4.0,360.8636
6.235,Non Edible,0.1867,Household,262.291,Small,Tier 1,Grocery Store,Non Consumables,28.0,525.982
9.0,Regular,0.05060313,Canned,150.9024,Small,Tier 2,Supermarket Type1,Foods,11.0,4402.2696
20.1,Regular,0.054565932,Frozen Foods,152.2366,Small,Tier 2,Supermarket Type1,Foods,11.0,2418.1856
20.5,Regular,0.112316501,Fruits and Vegetables,193.9478,High,Tier 3,Supermarket Type1,Foods,26.0,4456.1994
16.85,Regular,0.023201357,Snack Foods,45.9428,Small,Tier 2,Supermarket Type1,Foods,11.0,307.5996
17.6,Low Fat,0.097198194,Dairy Drinks,89.8856,Small,Tier 2,Supermarket Type1,Drinks,9.0,351.5424
14.15,Low Fat,0.05837308,Snack Foods,243.9828,Small,Tier 3,Grocery Store,Foods,15.0,731.0484
9.195,Low Fat,0.107891398,Snack Foods,182.7634,Small,Tier 1,Supermarket Type1,Foods,16.0,3817.0314
10.8,Non Edible,0.042102658,Health and Hygiene,189.7214,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,1695.7926
19.85,Low Fat,0.005243282,Dairy Foods,266.1884,Medium,Tier 1,Supermarket Type1,Foods,14.0,3179.8608
6.03,Low Fat,0.0226994,Dairy Drinks,176.4028,Small,Tier 2,Supermarket Type1,Drinks,9.0,4250.4672
19.6,Low Fat,0.024264569,Dairy Drinks,46.5718,Medium,Tier 1,Supermarket Type1,Drinks,14.0,1607.2412
14.15,Regular,0.024503972,Fruits and Vegetables,195.111,Medium,Tier 3,Supermarket Type2,Foods,4.0,982.055
9.8,Regular,0.045358609,Baking Goods,36.1874,Small,Tier 2,Supermarket Type1,Foods,11.0,423.4488
20.35,Regular,0.014813268,Fruits and Vegetables,234.9958,High,Tier 3,Supermarket Type1,Foods,26.0,5842.395
7.285,Non Edible,0.031327839,Household,174.6054,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,2976.7918
17.2,Regular,0.056713056,Fruits and Vegetables,223.8088,Medium,Tier 3,Supermarket Type3,Foods,28.0,5592.72
18.2,Regular,0.026059557,Baking Goods,241.2196,Small,Tier 2,Supermarket Type1,Foods,9.0,6507.5292
16.35,Regular,0.062665642,Fruits and Vegetables,225.6062,Medium,Tier 3,Supermarket Type2,Foods,4.0,1579.9434
8.85,Regular,0.112840108,Soft Drinks,122.0388,Medium,Tier 1,Supermarket Type1,Drinks,14.0,1238.388
18.5,Regular,0.062245149,Frozen Foods,145.8418,Small,Tier 2,Supermarket Type1,Foods,9.0,5591.3884
7.645,Regular,0.066693437,Snack Foods,42.3112,Small,Tier 2,Supermarket Type1,Foods,9.0,1065.28
19.2,Low Fat,0.124301968,Canned,89.7488,Small,Tier 2,Supermarket Type1,Foods,11.0,2082.6224
5.825,Non Edible,0.153127523,Household,162.4894,Small,Tier 3,Grocery Store,Non Consumables,15.0,323.5788
12.5,Low Fat,0.1867,Canned,120.544,Small,Tier 1,Grocery Store,Foods,28.0,479.376
10.695,Regular,0.086764795,Snack Foods,156.7972,Small,Tier 2,Supermarket Type1,Foods,9.0,3427.5384
13.15,Low Fat,0.020757926,Breads,84.3566,Small,Tier 2,Supermarket Type1,Foods,11.0,761.0094
13.15,Low Fat,0.043831721,Snack Foods,184.195,Medium,Tier 1,Supermarket Type1,Foods,14.0,2746.425
8.895,Low Fat,0.184035253,Dairy Drinks,42.2138,Small,Tier 1,Grocery Store,Drinks,28.0,40.6138
11.8,Regular,0.025966531,Meat,102.2674,Medium,Tier 1,Supermarket Type1,Foods,14.0,2444.8176
12.1,Low Fat,0.019314961,Dairy Drinks,164.6526,Small,Tier 3,Grocery Store,Drinks,15.0,657.8104
20.75,Non Edible,0.02512588,Health and Hygiene,150.4734,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,890.8404
8.85,Regular,0.112571187,Soft Drinks,122.0388,High,Tier 3,Supermarket Type1,Drinks,26.0,1609.9044
18.35,Low Fat,0.03321399,Dairy Drinks,154.934,Small,Tier 1,Supermarket Type1,Drinks,16.0,1225.072
19.0,Non Edible,0.027139013,Household,127.3336,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,2940.1728
5.465,Regular,0.048518008,Baking Goods,132.9626,Small,Tier 2,Supermarket Type1,Foods,9.0,2360.9268
20.85,Regular,0.056192276,Breads,103.1648,Medium,Tier 3,Supermarket Type3,Foods,28.0,1973.4312
8.6,Regular,0.040197932,Canned,190.153,Small,Tier 2,Supermarket Type1,Foods,9.0,3036.048
14.85,Regular,0.054142088,Baking Goods,124.1072,Small,Tier 2,Supermarket Type1,Foods,6.0,1837.608
10.0,Low Fat,0.025827199,Canned,263.2226,Small,Tier 1,Supermarket Type1,Foods,16.0,3700.5164
10.5,Regular,0.080688663,Dairy Foods,46.7376,Small,Tier 3,Grocery Store,Foods,15.0,47.9376
9.895,Regular,0.048860587,Frozen Foods,260.2278,Medium,Tier 3,Supermarket Type2,Foods,4.0,4165.2448
10.8,Low Fat,0.028988288,Snack Foods,239.2222,Medium,Tier 1,Supermarket Type1,Foods,14.0,6692.6216
18.6,Low Fat,0.076483451,Snack Foods,163.1236,Medium,Tier 3,Supermarket Type3,Foods,28.0,2416.854
16.0,Regular,0.106918052,Baking Goods,183.5634,Medium,Tier 1,Supermarket Type1,Foods,14.0,4725.8484
11.85,Regular,0.055805027,Baking Goods,53.0666,Medium,Tier 1,Supermarket Type1,Foods,14.0,512.666
19.85,Low Fat,0.005234153,Dairy Foods,264.0884,Small,Tier 2,Supermarket Type1,Foods,9.0,5829.7448
15.15,Low Fat,0.027779254,Baking Goods,150.1708,Small,Tier 1,Supermarket Type1,Foods,16.0,1504.708
12.5,Non Edible,0.102941345,Household,171.2448,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,4602.0096
16.25,Low Fat,0.087158654,Dairy Foods,95.141,Small,Tier 2,Supermarket Type1,Foods,9.0,2220.443
17.85,Non Edible,0.017936715,Health and Hygiene,93.7094,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,4189.2136
9.8,Regular,0.14118383,Baking Goods,50.5008,Medium,Tier 3,Supermarket Type2,Foods,4.0,253.004
15.1,Low Fat,0.1867,Snack Foods,196.011,Small,Tier 1,Grocery Store,Foods,28.0,589.233
9.5,Regular,0.010864186,Snack Foods,185.3608,Medium,Tier 3,Supermarket Type3,Foods,28.0,5329.0632
20.6,Non Edible,0.071103348,Household,75.4696,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,1416.8224
7.97,Low Fat,0.034647829,Soft Drinks,171.2422,Small,Tier 2,Supermarket Type1,Drinks,6.0,3103.9596
17.85,Low Fat,0.03781972,Soft Drinks,191.6188,Small,Tier 2,Supermarket Type1,Drinks,9.0,2475.4444
15.0,Non Edible,0.044978225,Health and Hygiene,140.8838,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,2247.7408
6.78,Low Fat,0.066298469,Fruits and Vegetables,186.824,Medium,Tier 3,Supermarket Type3,Foods,28.0,6338.416
8.935,Low Fat,0.039988162,Frozen Foods,55.7298,Medium,Tier 3,Supermarket Type3,Foods,28.0,1024.6662
15.5,Regular,0.132630345,Baking Goods,263.8568,Small,Tier 1,Grocery Store,Foods,28.0,790.9704
17.75,Regular,0.029653914,Fruits and Vegetables,140.5838,Small,Tier 1,Supermarket Type1,Foods,16.0,2669.1922
6.385,Low Fat,0.083768522,Hard Drinks,109.8596,High,Tier 3,Supermarket Type1,Drinks,26.0,3235.788
13.15,Non Edible,0.024651269,Household,179.5686,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,1422.1488
10.0,Regular,0.06612697072361393,Frozen Foods,230.0668,Small,Tier 1,Grocery Store,Foods,28.0,691.1004
13.1,Non Edible,0.012148836,Others,191.353,Medium,Tier 3,Supermarket Type2,Non Consumables,4.0,1328.271
11.6,Regular,0.157718931,Breakfast,168.3474,Small,Tier 2,Supermarket Type1,Foods,6.0,4548.0798
13.1,Low Fat,0.020853376,Dairy Foods,117.4782,High,Tier 3,Supermarket Type1,Foods,26.0,1906.8512
7.39,Non Edible,0.120280989,Others,142.747,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,3149.234
15.85,Regular,0.110010191,Frozen Foods,38.8506,Small,Tier 2,Supermarket Type1,Foods,9.0,341.5554
16.35,Non Edible,0.013420879,Others,104.828,Medium,Tier 3,Supermarket Type2,Non Consumables,4.0,1810.976
8.51,Non Edible,0.016135764,Household,195.6478,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,4262.4516
16.1,Low Fat,0.114127418,Dairy Foods,147.176,Small,Tier 1,Grocery Store,Foods,28.0,585.904
17.7,Low Fat,0.011636708,Frozen Foods,94.541,Small,Tier 2,Supermarket Type1,Foods,11.0,1061.951
18.25,Low Fat,0.012272797,Fruits and Vegetables,160.2894,Small,Tier 2,Supermarket Type1,Foods,9.0,3235.788
7.72,Regular,0.088864488,Fruits and Vegetables,119.3466,Small,Tier 2,Supermarket Type1,Foods,6.0,3064.0116
15.7,Low Fat,0.030554947,Hard Drinks,41.877,Medium,Tier 3,Supermarket Type3,Drinks,28.0,1125.202
8.06,Low Fat,0.021497594,Breakfast,230.3326,Small,Tier 2,Supermarket Type1,Foods,6.0,1386.1956
17.75,Low Fat,0.07626905,Baking Goods,113.1544,Medium,Tier 3,Supermarket Type2,Foods,4.0,1006.6896
11.15,Low Fat,0.120139206,Dairy Foods,45.0744,Medium,Tier 1,Supermarket Type1,Foods,14.0,452.744
17.0,Non Edible,0.087387669,Health and Hygiene,125.073,Small,Tier 3,Grocery Store,Non Consumables,15.0,369.519
7.435,Low Fat,0.06612697072361393,Starchy Foods,167.5158,Medium,Tier 3,Supermarket Type3,Foods,28.0,4345.0108
10.5,Low Fat,0.071548187,Frozen Foods,120.2098,Medium,Tier 3,Supermarket Type2,Foods,4.0,602.549
19.5,Non Edible,0.014332439,Household,57.1614,Medium,Tier 3,Supermarket Type2,Non Consumables,4.0,1381.535
15.0,Low Fat,0.1867,Snack Foods,226.5694,Small,Tier 3,Grocery Store,Foods,15.0,913.4776
12.5,Low Fat,0.020693809,Breads,199.1742,Small,Tier 2,Supermarket Type1,Foods,9.0,4379.6324
16.1,Low Fat,0.100388706,Fruits and Vegetables,76.0328,Medium,Tier 1,Supermarket Type1,Foods,14.0,1853.5872
11.8,Non Edible,0.058855357,Health and Hygiene,79.1618,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,2336.2922
13.65,Regular,0.012741089,Snack Foods,57.6588,High,Tier 3,Supermarket Type1,Foods,26.0,343.5528
7.105,Non Edible,0.044991294,Household,59.2562,Medium,Tier 3,Supermarket Type2,Non Consumables,4.0,651.8182
20.5,Low Fat,0.036344721,Fruits and Vegetables,122.3756,Small,Tier 2,Supermarket Type1,Foods,6.0,2544.6876
9.695,Non Edible,0.114170506,Health and Hygiene,158.9604,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,1743.0644
13.1,Regular,0.044372393,Fruits and Vegetables,180.3318,Medium,Tier 3,Supermarket Type2,Foods,4.0,2886.9088
17.75,Regular,0.06612697072361393,Fruits and Vegetables,139.9838,Small,Tier 2,Supermarket Type1,Foods,11.0,1966.7732
6.385,Regular,0.123710526,Snack Foods,37.1874,Small,Tier 1,Supermarket Type1,Foods,16.0,247.0118
7.72,Low Fat,0.052061483,Fruits and Vegetables,76.7986,Medium,Tier 1,Supermarket Type1,Foods,14.0,1324.2762
15.35,Low Fat,0.074601506,Snack Foods,90.983,Small,Tier 2,Supermarket Type1,Foods,9.0,1348.245
20.25,Regular,0.102226474,Canned,91.312,Medium,Tier 3,Supermarket Type3,Foods,28.0,3075.996
8.39,Regular,0.024201084,Frozen Foods,112.6176,Small,Tier 2,Supermarket Type1,Foods,9.0,2175.8344
12.5,Low Fat,0.020597493,Breads,200.0742,Medium,Tier 3,Supermarket Type3,Foods,28.0,8958.339
11.8,Regular,0.094037241,Snack Foods,124.5704,Medium,Tier 3,Supermarket Type2,Foods,4.0,1001.3632
6.575,Regular,0.075507758,Breads,146.4444,Small,Tier 1,Supermarket Type1,Foods,16.0,1596.5884
19.6,Non Edible,0.023988387,Household,104.5964,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,1262.3568
7.93,Non Edible,0.071076672,Health and Hygiene,44.9086,High,Tier 3,Supermarket Type1,Non Consumables,26.0,802.9548
